Corkat quo Sihar,-1,0,Talk-to ,1304,3806,0,
Konar quo Maten,-1,0,Talk-to Assignment Trade Rewards ,1308,3784,0,
Lokraa quo Sihar,-1,0,Talk-to ,1325,3797,0,
Leke quo Keran,-1,0,Talk-to Trade ,1297,3796,0,
Marmor quo Narga,-1,0,,1290,3808,0,
Wengra quo Sihar,-1,0,,1290,3787,0,
Fornek quo Maten,-1,0,Talk-to ,1301,3821,0,
Xorrah quo Sihar,7887,0,Talk-to ,1309,3819,0,
Uurrak quo Narga,-1,0,Talk-to ,1312,3827,0,
Darcor quo Narga,-1,0,Talk-to ,1301,3828,0,
Vornas quo Maten,7888,0,,1310,3833,0,
Gorhak quo Narga,7891,0,Talk-to ,1322,3821,0,
Vortas quo Keran,7893,0,Talk-to ,1325,3814,0,
Lornor quo Narga,7894,0,,1332,3823,0,
Doris,4808,0,Talk-to ,3081,3491,0,
Shop keeper,514,0,Talk-to Trade ,3082,3512,0,
Shop assistant,515,0,Talk-to Trade ,3084,3511,0,
Man,3080,2,Talk-to Attack Pickpocket ,3095,3509,0,
Man,3078,2,Talk-to Attack Pickpocket ,3093,3512,0,
Guard,3094,21,Attack Pickpocket ,3092,3516,0,
Banker,394,0,Talk-to Bank ,3096,3489,0,
Banker,395,0,Talk-to Bank ,3096,3491,0,
Banker,395,0,Talk-to Bank ,3096,3492,0,
Emblem Trader,308,0,Talk-to Trade Hide-streaks Skull ,3096,3505,0,
Banker,394,0,Talk-to Bank ,3098,3492,0,
Man,3078,2,Talk-to Attack Pickpocket ,3095,3514,0,
Man,3079,2,Talk-to Attack Pickpocket ,3095,3512,0,
Man,3080,2,Talk-to Attack Pickpocket ,3098,3511,0,
Man,3080,2,Talk-to Attack Pickpocket ,3098,3510,0,
Oziach,822,0,Talk-to Trade ,3068,3518,0,
Man,3078,2,Talk-to Attack Pickpocket ,3098,3509,0,
Richard,2200,0,Talk-to Trade ,3098,3518,0,
Rick Turpentine,375,0,Talk-to Dismiss ,3093,3500,0,
Guard,3094,21,Attack Pickpocket ,3085,3517,0,
Guard,3094,21,Attack Pickpocket ,3107,3513,0,
Witch,305,0,Talk-to ,3109,3516,0,
Guard,3094,21,Attack Pickpocket ,3112,3513,0,
Guard,3094,21,Attack Pickpocket ,3113,3512,0,
Guard,3094,21,Attack Pickpocket ,3116,3519,0,
Hari,1325,0,Talk-To ,3132,3510,0,
Skeleton,72,22,Attack ,3117,3523,0,
Skeleton,73,22,Attack ,3107,3529,0,
Black bear,2839,19,Attack ,3149,3509,0,
Outlaw,4173,32,Attack ,3155,3494,0,
Outlaw,4171,32,Attack ,3155,3489,0,
Outlaw,4169,32,Attack ,3157,3488,0,
Giant spider,3017,2,Attack ,3146,3485,0,
Outlaw,4167,32,Attack ,3153,3488,0,
Outlaw,4174,32,Attack ,3158,3485,0,
Outlaw,4168,32,Attack ,3159,3490,0,
Outlaw,4176,32,Attack ,3160,3487,0,
Giant spider,3017,2,Attack ,3156,3479,0,
Outlaw,4175,32,Attack ,3163,3491,0,
Giant spider,3017,2,Attack ,3146,3469,0,
Outlaw,4172,32,Attack ,3166,3488,0,
Outlaw,4170,32,Attack ,3167,3488,0,
Imp,5007,2,Attack ,3167,3466,0,
Rat,2854,1,Attack ,3172,3477,0,
Rat,2854,1,Attack ,3177,3476,0,
Rat,2854,1,Attack ,3176,3478,0,
Stray dog,2922,0,Shoo-away ,3180,3457,0,
Black bear,2839,19,Attack ,3166,3513,0,
Imp,5007,2,Attack ,3197,3523,0,
Black Knight,2874,33,Attack ,3228,3515,0,
Grizzly bear,2838,21,Attack ,3228,3504,0,
Black Knight,2874,33,Attack ,3233,3514,0,
Postie Pete,3291,0,Talk-to ,3213,3497,0,
Surok Magis,6186,0,Talk-to ,3208,3496,0,
Imp,5007,2,Attack ,3213,3496,0,
Guard,3010,21,Attack Pickpocket ,3240,3499,0,
Giant rat,2862,6,Attack ,3245,3524,0,
Guard,3010,21,Attack Pickpocket ,3249,3503,0,
Giant rat,2863,6,Attack ,3249,3523,0,
Young impling,1636,0,Catch ,3257,3493,0,
Father Lawrence,5038,0,Talk-to ,3255,3486,0,
Martina Scorsby,5041,0,,3256,3481,0,
Jeremy Clerksin,5042,0,,3253,3477,0,
Estate agent,5419,0,Talk-to ,3238,3474,0,
Information clerk,1909,0,Talk-to ,3253,3454,0,
Schoolboy,1920,0,Talk-to ,3258,3454,0,
Tool Leprechaun,0,0,Talk-to Exchange ,3229,3455,0,
Curator Haig Halen,5214,0,Talk-to Pickpocket ,3253,3451,0,
Ellamaria,1390,0,Talk-to ,3227,3479,0,
Teacher and pupil,1922,0,Talk-to ,3256,3450,0,
Barnabus Hurma,1903,0,Talk-to ,3253,3445,0,
Marius Giste,1904,0,Talk-to ,3254,3444,0,
Caden Azro,1905,0,Talk-to ,3256,3443,0,
Thias Leacke,1906,0,Talk-to ,3257,3442,0,
Horvik,535,0,Talk-to Trade ,3230,3437,0,
Cleaner,2901,0,,3246,3437,0,
Museum guard,1910,0,Talk-to ,3260,3447,0,
Museum guard,1912,0,Talk-to ,3263,3441,0,
Schoolgirl,1921,0,Talk-to ,3263,3453,0,
Sinco Doar,1907,0,Talk-to ,3266,3445,0,
Tinse Torpe,1908,0,Talk-to ,3267,3444,0,
Guard,3010,21,Attack Pickpocket ,3267,3433,0,
Town crier,276,0,Talk-to ,3250,3430,0,
Guard,3010,21,Attack Pickpocket ,3274,3429,0,
Guard,3011,21,Attack Pickpocket ,3276,3427,0,
Guard,3010,21,Attack Pickpocket ,3273,3421,0,
Banker,2897,0,Talk-to Bank ,3251,3418,0,
Banker,2897,0,Talk-to Bank ,3252,3418,0,
Banker,2897,0,Talk-to Bank ,3253,3418,0,
Banker,2898,0,Talk-to Bank ,3254,3418,0,
Banker,2898,0,Talk-to Bank ,3255,3418,0,
Banker,2898,0,Talk-to Bank ,3256,3418,0,
Stray dog,2902,0,Shoo-away ,3274,3415,0,
Tea seller,1302,0,Talk-to Trade ,3271,3411,0,
Guard,1147,0,Talk-to ,3263,3407,0,
Dimintheis,4984,0,Talk-to ,3278,3405,0,
Aubury,637,0,Talk-to Trade Teleport ,3253,3401,0,
Man,3079,2,Talk-to Attack Pickpocket ,3263,3401,0,
Hooknosed Jack,4588,0,Talk-to ,3269,3400,0,
Pox,4574,0,Talk-to ,3268,3399,0,
Bartender,1311,0,Talk-to ,3268,3393,0,
Hops,1108,0,Talk-to ,3268,3391,0,
Mugger,2871,6,Attack ,3255,3389,0,
Da Vinci,1104,0,Talk-to ,3272,3389,0,
Chancy,1106,0,Talk-to ,3271,3388,0,
Man,3078,2,Talk-to Attack Pickpocket ,3243,3394,0,
Stray dog,2902,0,Shoo-away ,3264,3383,0,
Man,3078,2,Talk-to Attack Pickpocket ,3239,3407,0,
Giant rat,2862,6,Attack ,3264,3381,0,
Giant rat,2864,6,Attack ,3266,3381,0,
Stray dog,2922,0,Shoo-away ,3242,3379,0,
Man,3080,2,Talk-to Attack Pickpocket ,3241,3402,0,
Man,3078,2,Talk-to Attack Pickpocket ,3238,3400,0,
Dark wizard,5087,7,Attack ,3233,3373,0,
Bartender,1312,0,Talk-to ,3226,3397,0,
Cook,2895,0,Talk-to ,3230,3401,0,
Dark wizard,5086,7,Attack ,3226,3375,0,
Dark wizard,5089,20,Attack ,3226,3374,0,
Thief,5217,16,Attack ,3228,3391,0,
Imp,5007,2,Attack ,3226,3380,0,
Jonny the beard,5213,2,Talk-to Attack ,3224,3395,0,
Dr Harlow,3480,0,Talk-to ,3221,3400,0,
Dark wizard,5087,7,Attack ,3221,3374,0,
Woman,3015,2,Talk-to Attack Pickpocket ,3216,3394,0,
Guard,3011,21,Attack Pickpocket ,3210,3378,0,
Shop assistant,538,0,Talk-to Trade ,3208,3398,0,
Guard,3010,21,Attack Pickpocket ,3208,3380,0,
Guard,3010,21,Attack Pickpocket ,3207,3382,0,
Charlie the Tramp,5209,0,Talk-to ,3207,3390,0,
Shop keeper,537,0,Talk-to Trade ,3205,3399,0,
Stray dog,2902,0,Shoo-away ,3198,3399,0,
Apothecary,5036,0,Talk-to ,3196,3404,0,
Man,3080,2,Talk-to Attack Pickpocket ,3195,3399,0,
Thief,5219,16,Attack ,3188,3388,0,
Thief,5220,16,Attack ,3188,3392,0,
Thief,5217,16,Attack ,3185,3383,0,
Shop assistant,509,0,Talk-to Trade ,3215,3411,0,
Shop keeper,508,0,Talk-to Trade ,3218,3415,0,
Thessalia,534,0,Talk-to Trade Makeover ,3204,3418,0,
Iffie,2899,0,Talk-to ,3204,3419,0,
Katrine,5210,0,Talk-to ,3184,3386,0,
Guard,3010,21,Attack Pickpocket ,3179,3399,0,
Imp,5007,2,Attack ,3173,3415,0,
Guard,3010,21,Attack Pickpocket ,3173,3422,0,
Guard,3011,21,Attack Pickpocket ,3173,3423,0,
Master smithing tutor,3225,0,Talk-to ,3187,3423,0,
Guard,3010,21,Attack Pickpocket ,3177,3430,0,
Hell-kitten,5597,0,Pick-up Talk-to Interact-with ,3185,3433,0,
Snakeling,2132,0,Pick-up Talk-to Metamorphosis ,3185,3435,0,
Banker,2897,0,Talk-to Bank ,3187,3436,0,
Banker,2898,0,Talk-to Bank ,3187,3438,0,
Banker,2897,0,Talk-to Bank ,3187,3440,0,
Smoke Devil,6639,0,Pick-up Talk-to ,3185,3439,0,
Banker,2898,0,Talk-to Bank ,3187,3442,0,
Banker,2897,0,Talk-to Bank ,3187,3444,0,
Banker,2898,0,Talk-to Bank ,3187,3446,0,
Draul Leptoc,5039,0,Talk-to ,3161,3433,0,
Man,3078,2,Talk-to Attack Pickpocket ,3153,3427,0,
Gertrude,3500,0,Talk-to ,3152,3411,0,
Rat,2854,1,Attack ,3153,3411,0,
Philop,3502,0,Talk-to ,3150,3407,0,
Kanel,3504,0,Talk-to ,3155,3406,0,
Goblin,3073,5,Attack ,3120,3421,0,
Sigurd,1324,0,Talk-To ,3113,3414,0,
Goblin,3074,5,Attack ,3130,3431,0,
Fishing spot,1526,0,Lure Bait ,3104,3425,0,
Fishing spot,1526,0,Lure Bait ,3110,3434,0,
Barbarian,3066,10,Talk-to Attack ,3096,3431,0,
Barbarian,3065,10,Talk-to Attack ,3089,3414,0,
Barbarian,3070,10,Talk-to Attack ,3087,3421,0,
Barbarian,3059,10,Talk-to Attack ,3085,3426,0,
Tassie Slipcast,1352,0,Talk-to ,3085,3411,0,
Barbarian,3064,10,Talk-to Attack ,3082,3407,0,
Barbarian,3061,10,Talk-to Attack ,3083,3412,0,
Barbarian,3060,10,Talk-to Attack ,3082,3422,0,
Barbarian,3071,10,Talk-to Attack ,3081,3410,0,
Barbarian,3067,10,Talk-to Attack ,3081,3435,0,
Litara,2493,0,Talk-to ,3080,3421,0,
Barbarian,3072,9,Talk-to Attack ,3080,3419,0,
Barbarian,3056,10,Talk-to Attack ,3078,3415,0,
Peksa,524,0,Talk-to Trade ,3076,3428,0,
Barbarian,3068,15,Talk-to Attack ,3074,3435,0,
Raccoon,1419,0,,3073,3435,0,
Squirrel,1416,0,,3068,3428,0,
Barbarian,3069,17,Talk-to Attack ,3066,3438,0,
Barbarian,3057,17,Talk-to Attack ,3070,3440,0,
Barbarian,3055,17,Talk-to Attack ,3079,3442,0,
Raccoon,1420,0,,3064,3429,0,
Barbarian,3062,17,Talk-to Attack ,3080,3445,0,
Raccoon,1421,0,,3072,3445,0,
Barbarian,3058,17,Talk-to Attack ,3079,3446,0,
Squirrel,1416,0,,3056,3433,0,
Peksa,524,0,Talk-to Trade ,3075,3428,0,
Imp,5007,2,Attack ,3061,3461,0,
Unicorn,2837,15,Attack ,3091,3456,0,
Unicorn,2837,15,Attack ,3091,3459,0,
Gunthor the brave,299,29,Talk-to Attack ,3081,3444,0,
Imp,5007,2,Attack ,3079,3467,0,
Raccoon,1421,0,,3044,3450,0,
Essence impling,1639,0,Catch ,3041,3444,0,
Dwarf,290,10,Attack ,3040,3450,0,
Monk,2579,5,Talk-to Attack ,3044,3483,0,
Abbot Langley,2577,0,Talk-to ,3058,3485,0,
Monk,2579,5,Talk-to Attack ,3047,3490,0,
Monk,2579,5,Talk-to Attack ,3054,3490,0,
Monk,2579,5,Talk-to Attack ,3046,3497,0,
Brother Althric,1397,0,Talk-to ,3047,3506,0,
Sheep,2804,0,Shear ,3055,3513,0,
Sheep,2804,0,Shear ,3047,3518,0,
Ram,1265,2,Attack ,3051,3517,0,
Sheep,2803,0,Shear ,3049,3520,0,
Black Knight,2875,33,Attack ,3036,3503,0,
Black Knight,2875,33,Attack ,3032,3503,0,
Black Knight,2875,33,Attack ,3032,3498,0,
Dwarf,1406,11,Attack ,3032,3462,0,
Dwarf,1405,10,Attack ,3027,3467,0,
Imp,5007,2,Attack ,3012,3482,0,
Icefiend,4813,13,Attack ,3009,3487,0,
Icefiend,4813,13,Attack ,3008,3468,0,
Oracle,821,0,Talk-to ,3013,3499,0,
Black Cat,4780,0,,3028,3505,0,
Greldo,4779,0,,3027,3505,0,
Black Knight Captain,4777,0,Talk-to ,3027,3506,0,
Witch,4778,0,,3027,3507,0,
Black Knight,2875,33,Attack ,3030,3511,0,
Fortress Guard,4775,20,Talk-to Attack ,3014,3512,0,
Black Knight,2875,33,Attack ,3026,3512,0,
Fortress Guard,4774,20,Talk-to Attack ,3018,3513,0,
Black Knight,2875,33,Attack ,3028,3513,0,
Fortress Guard,4776,20,Talk-to Attack ,3017,3514,0,
Black Knight,2875,33,Attack ,3023,3515,0,
Black Knight,4331,33,Attack ,3016,3516,0,
Fortress Guard,4775,20,Talk-to Attack ,3015,3516,0,
Black Knight,2875,33,Attack ,3020,3515,0,
Fortress Guard,4774,20,Talk-to Attack ,3018,3515,0,
Fortress Guard,4773,20,Talk-to Attack ,3013,3514,0,
Icefiend,4813,13,Attack ,3008,3501,0,
Goblin,665,5,Talk-to Attack ,2963,3513,0,
Goblin,663,5,Talk-to Attack ,2962,3513,0,
Goblin,655,5,Talk-to Attack ,2962,3514,0,
General Wartface,670,0,Talk-to ,2957,3510,0,
General Bentnoze,669,0,Talk-to ,2958,3512,0,
Grubfoot,1965,0,Talk-to ,2956,3511,0,
Goblin,664,5,Talk-to Attack ,2950,3509,0,
Goblin,658,5,Talk-to Attack ,2959,3509,0,
Goblin,662,5,Talk-to Attack ,2948,3509,0,
Monk of Zamorak,2886,17,Attack ,2937,3516,0,
Monk of Zamorak,2885,22,Attack ,2936,3514,0,
Monk of Zamorak,2886,17,Attack ,2936,3517,0,
Goblin,655,5,Talk-to Attack ,2954,3509,0,
Monk of Zamorak,2886,17,Attack ,2935,3517,0,
Monk of Zamorak,2886,17,Attack ,2935,3513,0,
Goblin,667,5,Talk-to Attack ,2959,3509,0,
Goblin,668,5,Talk-to Attack ,2952,3508,0,
Goblin,668,5,Talk-to Attack ,2950,3506,0,
Goblin,657,5,Talk-to Attack ,2959,3507,0,
Goblin,657,5,Talk-to Attack ,2956,3505,0,
Monk of Zamorak,2885,22,Attack ,2932,3514,0,
Goblin,658,5,Talk-to Attack ,2951,3502,0,
Goblin,659,5,Talk-to Attack ,2953,3497,0,
Druid,3098,33,Attack ,2932,3490,0,
Goblin,659,5,Talk-to Attack ,2955,3490,0,
Druid,3098,33,Attack ,2931,3487,0,
Goblin,667,5,Talk-to Attack ,2956,3487,0,
Goblin,660,5,Talk-to Attack ,2957,3487,0,
Goblin,659,5,Talk-to Attack ,2955,3484,0,
Goblin,665,5,Talk-to Attack ,2957,3483,0,
Goblin,664,5,Talk-to Attack ,2957,3482,0,
Druid,3098,33,Attack ,2931,3480,0,
Miazrqa,5125,0,Talk-to ,2965,3474,0,
Doric,3893,0,Talk-to ,2951,3452,0,
Guard,3283,19,Talk-to Attack Pickpocket ,2965,3451,0,
Tool Leprechaun,0,0,Talk-to Exchange ,2934,3442,0,
Squirrel,1416,0,,2964,3449,0,
Squirrel,1417,0,,2968,3438,0,
Rusty,3281,2,Talk-to Attack Pickpocket ,2977,3441,0,
Jeff,3282,2,Talk-to Attack Pickpocket ,2980,3441,0,
Raccoon,1421,0,,2981,3437,0,
Narf,3280,2,Talk-to Attack Pickpocket ,2981,3442,0,
Cuffs,3279,3,Talk-to Attack Pickpocket ,2988,3432,0,
Squirrel,1418,0,,2993,3427,0,
Raccoon,1420,0,,2975,3444,0,
Dwarf,290,10,Attack ,2998,3444,0,
Black bear,2839,19,Attack ,2969,3451,0,
Raccoon,1419,0,,2975,3450,0,
Drain pipe,5122,0,Talk-to ,2966,3466,0,
Rupert the Beard,6275,1,,2971,3472,0,
Black bear,2839,19,Attack ,2967,3477,0,
Black bear,2839,19,Attack ,2973,3479,0,
Goblin,656,5,Talk-to Attack ,2972,3494,0,
Goblin,657,5,Talk-to Attack ,2965,3495,0,
Black bear,2839,19,Attack ,2987,3492,0,
Goblin,661,5,Talk-to Attack ,2962,3504,0,
Earth impling,1638,0,Catch ,2967,3402,0,
Guard,3269,21,Attack Pickpocket ,2961,3398,0,
Guard,3269,21,Attack Pickpocket ,2965,3395,0,
Guard,3269,21,Attack Pickpocket ,2969,3393,0,
Guard,3271,19,Attack Pickpocket ,2965,3392,0,
Guard,3271,19,Attack Pickpocket ,2969,3392,0,
Shop assistant,513,0,Talk-to Trade ,2956,3390,0,
Flynn,1049,0,Talk-to Trade ,2952,3389,0,
Shop keeper,512,0,Talk-to Trade ,2957,3387,0,
Guard,3269,21,Attack Pickpocket ,2965,3386,0,
Guard,3271,19,Attack Pickpocket ,2953,3383,0,
Guard,3272,22,Attack Pickpocket ,2964,3384,0,
Guard,3269,21,Attack Pickpocket ,2964,3382,0,
Cassie,1046,0,Talk-to Trade ,2977,3382,0,
Town crier,278,0,Talk-to ,2951,3383,0,
Guard,3271,19,Attack Pickpocket ,2961,3374,0,
Guard,3272,22,Attack Pickpocket ,2950,3374,0,
Hairdresser,1305,0,Talk-to Haircut ,2947,3378,0,
Emily,1315,0,Talk-to ,2954,3370,0,
Guard,3270,22,Attack Pickpocket ,2942,3374,0,
Banker,395,0,Talk-to Bank ,2945,3366,0,
Banker,395,0,Talk-to Bank ,2946,3366,0,
Banker,395,0,Talk-to Bank ,2947,3366,0,
Banker,395,0,Talk-to Bank ,2948,3366,0,
Kaylee,1316,0,Talk-to ,2955,3368,0,
Swan,1831,0,,2967,3362,0,
Swan,1831,0,,2960,3361,0,
Swan,1831,0,,2958,3357,0,
Guard,3269,21,Attack Pickpocket ,2947,3353,0,
Swan,1831,0,,2966,3360,0,
Chicken,2692,1,Attack ,2962,3347,0,
White Knight,1798,36,Attack ,2960,3338,0,
Herquin,1053,0,Talk-to Trade ,2946,3337,0,
White Knight,1798,36,Attack ,2964,3337,0,
Duck,1839,1,Attack ,2971,3360,0,
White Knight,1799,38,Attack ,2971,3348,0,
Duck,1838,1,Attack ,2973,3359,0,
Swan,1831,0,,2977,3356,0,
Duck,1839,1,Attack ,2978,3360,0,
Ducklings,2002,0,,2978,3359,0,
Swan,1831,0,,2979,3359,0,
White Knight,1798,36,Attack ,2979,3349,0,
Duck,1838,1,Attack ,2979,3357,0,
Squire,4737,0,Talk-to ,2975,3341,0,
White Knight,1798,36,Attack ,2975,3340,0,
White Knight,1799,38,Attack ,2977,3339,0,
White Knight,1798,36,Attack ,2981,3333,0,
White Knight,1798,36,Attack ,2979,3341,0,
White Knight,1798,36,Attack ,2985,3338,0,
White Knight,1798,36,Attack ,2985,3329,0,
White Knight,1798,36,Attack ,2996,3342,0,
Sir Renitee,5421,0,Talk-to ,2981,3341,1,
White Knight,1799,38,Attack ,2978,3348,1,
White Knight,1799,38,Attack ,2983,3332,1,
Ambassador Spanfipple,2556,0,Talk-to ,2981,3346,1,
White Knight,1800,39,Attack ,2985,3343,1,
White Knight,1799,38,Attack ,2988,3337,1,
White Knight,1798,36,Attack ,2978,3329,1,
White Knight,1798,36,Attack ,2975,3334,1,
White Knight,1798,36,Attack ,2970,3339,1,
White Knight,1800,39,Attack ,2969,3328,2,
White Knight,1799,38,Attack ,2971,3328,2,
White Knight,1800,39,Attack ,2977,3329,2,
White Knight,1798,36,Attack ,2982,3337,2,
Sir Vyvin,4736,0,Talk-to ,2981,3337,2,
White Knight,1799,38,Attack ,2984,3348,2,
White Knight,1799,38,Attack ,2986,3342,2,
White Knight,1800,39,Attack ,2990,3346,2,
White Knight,1798,36,Attack ,2968,3330,1,
Imp,5007,2,Attack ,2935,3359,0,
Estate agent,5419,0,Talk-to ,2984,3370,0,
Swan,1831,0,,2989,3382,0,
Duck,1839,1,Attack ,2989,3384,0,
Woman,3267,2,Talk-to Attack Pickpocket ,2990,3383,0,
Duck,2003,0,,2991,3379,0,
Duck,1838,1,Attack ,2992,3383,0,
